,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
1431,Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,56.0,195,1092,513,Online
1432,Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Men's Athletic Footwear,58.0,195,1131,520,Online
1433,Walmart,1197831,2020-10-24,South,Texas,Houston,Men's Apparel,30.0,195,585,187,Outlet
1434,Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,39.0,195,761,304,Outlet
1435,Kohl's,1189833,2021-05-11,West,California,Los Angeles,Men's Apparel,44.0,195,858,532,Outlet
1436,Sports Direct,1197831,2021-03-23,South,Tennessee,Knoxville,Men's Athletic Footwear,31.0,195,605,284,Outlet
1437,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Apparel,75.0,195,1463,687,Outlet
1438,Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Men's Street Footwear,42.0,195,819,369,Outlet
1439,Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Men's Street Footwear,47.0,195,917,449,Outlet
1440,West Gear,1128299,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,49.0,194,951,295,Online
1441,West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,51.0,194,989,396,Online
1442,Sports Direct,1197831,2021-09-05,South,Texas,Dallas,Men's Athletic Footwear,29.0,194,563,276,Online
1443,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,54.0,194,1048,524,Online
1444,West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Apparel,66.0,194,1280,832,Online
1445,Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,59.0,194,1145,515,Online
1446,Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Men's Street Footwear,32.0,194,621,323,Online
1447,Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,39.0,194,757,416,Online
1448,Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,68.0,194,1319,699,Online
1449,Kohl's,1189833,2021-04-06,West,California,Los Angeles,Women's Apparel,33.0,194,640,147,Outlet
1450,Kohl's,1189833,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,32.0,194,621,230,Outlet
1451,Sports Direct,1197831,2021-08-13,South,Alabama,Birmingham,Men's Street Footwear,23.0,194,446,219,Outlet
1452,Sports Direct,1197831,2021-08-14,South,Alabama,Birmingham,Men's Athletic Footwear,32.0,194,621,292,Outlet
1453,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Street Footwear,20.0,194,388,178,Outlet
1454,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Apparel,59.0,194,1145,458,Outlet
1455,Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Apparel,51.0,194,989,584,Outlet
1456,Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Street Footwear,37.0,194,718,280,Outlet
1457,Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Street Footwear,41.0,194,795,318,Outlet
1458,Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Street Footwear,35.0,194,679,272,Outlet
1459,Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Men's Street Footwear,40.0,194,776,326,Outlet
1460,Kohl's,1189833,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,33.0,193,637,242,Outlet
1461,West Gear,1128299,2020-02-26,West,Nevada,Las Vegas,Men's Athletic Footwear,50.0,193,965,241,Outlet
1462,Sports Direct,1197831,2021-10-09,South,Alabama,Birmingham,Women's Athletic Footwear,52.0,193,1004,632,Outlet
1463,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Apparel,36.0,193,695,285,Outlet
1464,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,25.0,193,483,280,Outlet
1465,West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Street Footwear,48.0,193,926,380,Outlet
1466,Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Street Footwear,41.0,193,791,317,Outlet
1467,Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Women's Apparel,40.0,193,772,363,Outlet
1468,Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,51.0,193,984,433,Outlet
1469,Sports Direct,1197831,2021-09-13,South,Texas,Dallas,Women's Athletic Footwear,29.0,192,557,273,Outlet
1470,West Gear,1128299,2020-02-06,West,Nevada,Las Vegas,Women's Apparel,57.0,192,1094,306,Outlet
1471,Sports Direct,1197831,2021-08-08,South,Alabama,Birmingham,Men's Athletic Footwear,26.0,192,499,210,Outlet
1472,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Street Footwear,53.0,192,1018,438,Outlet
1473,Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Athletic Footwear,53.0,192,1018,478,Outlet
1474,Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Apparel,50.0,192,960,269,Outlet
1475,Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Men's Athletic Footwear,42.0,192,806,306,Outlet
1476,West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,32.0,192,614,283,Outlet
1477,Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Street Footwear,40.0,191,764,336,Outlet
1478,West Gear,1128299,2020-11-10,West,California,San Francisco,Women's Athletic Footwear,39.0,190,741,252,Outlet
1479,Sports Direct,1197831,2021-10-06,South,Texas,Dallas,Women's Street Footwear,32.0,190,608,268,Outlet
1480,Sports Direct,1197831,2021-10-09,South,Texas,Dallas,Women's Apparel,39.0,190,741,430,Outlet
1481,Sports Direct,1197831,2021-10-19,South,Texas,Dallas,Women's Athletic Footwear,44.0,190,836,468,Outlet
1482,Sports Direct,1197831,2021-08-27,South,Alabama,Birmingham,Women's Street Footwear,11.0,190,209,109,Outlet
1483,Sports Direct,1197831,2021-09-23,South,Alabama,Birmingham,Women's Apparel,26.0,190,494,356,Outlet
1484,Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Athletic Footwear,43.0,190,817,237,Outlet
1485,Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Apparel,65.0,190,1235,432,Outlet
1486,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Apparel,32.0,190,608,328,Outlet
1487,West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Street Footwear,34.0,190,646,239,Outlet
1488,Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Men's Athletic Footwear,27.0,190,513,221,Outlet
1489,Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Athletic Footwear,46.0,190,874,367,Outlet
1490,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,53.0,190,1007,322,Outlet
1491,Sports Direct,1197831,2020-08-05,South,Texas,Houston,Women's Apparel,39.0,189,737,442,Online
1492,Walmart,1197831,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,39.0,189,737,428,Online
1493,Walmart,1197831,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,38.0,189,718,424,Online
1494,West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Apparel,72.0,189,1361,449,Online
1495,Kohl's,1189833,2021-03-09,West,California,San Francisco,Women's Street Footwear,41.0,189,775,403,Online
1496,Kohl's,1189833,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,44.0,189,832,399,Online
1497,Kohl's,1189833,2021-04-29,West,California,Los Angeles,Men's Apparel,46.0,189,869,574,Online
1498,Kohl's,1189833,2021-05-06,West,California,Los Angeles,Women's Apparel,61.0,189,1153,404,Online
1499,Kohl's,1189833,2021-05-12,West,California,Los Angeles,Women's Apparel,59.0,189,1115,346,Online
1500,Kohl's,1189833,2021-05-24,West,California,Los Angeles,Women's Apparel,59.0,189,1115,379,Online
1501,Sports Direct,1197831,2021-08-11,Midwest,Illinois,Chicago,Men's Street Footwear,20.0,189,378,151,Online
1502,Sports Direct,1197831,2021-10-18,South,Texas,Dallas,Women's Street Footwear,62.0,189,1172,633,Online
1503,West Gear,1128299,2020-02-01,West,Nevada,Las Vegas,Men's Street Footwear,56.0,189,1058,603,Online
1504,West Gear,1128299,2020-03-10,West,Nevada,Las Vegas,Men's Athletic Footwear,62.0,189,1172,398,Online
1505,West Gear,1128299,2020-04-14,West,Colorado,Denver,Men's Street Footwear,54.0,189,1021,653,Online
1506,West Gear,1128299,2020-04-27,West,Colorado,Denver,Men's Athletic Footwear,73.0,189,1380,579,Online
1507,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,38.0,189,718,323,Online
1508,Sports Direct,1185732,2020-10-03,Southeast,Florida,Miami,Men's Apparel,57.0,189,1077,539,Online
1509,Sports Direct,1197831,2021-03-22,South,Tennessee,Knoxville,Men's Street Footwear,27.0,189,510,260,Online
1510,Sports Direct,1197831,2021-04-03,South,Tennessee,Knoxville,Men's Street Footwear,14.0,189,265,132,Online
1511,Sports Direct,1197831,2021-05-10,South,Tennessee,Knoxville,Men's Athletic Footwear,29.0,189,548,307,Online
1512,Sports Direct,1197831,2021-08-20,South,Alabama,Birmingham,Men's Athletic Footwear,19.0,189,359,208,Online
1513,Sports Direct,1197831,2021-08-26,South,Alabama,Birmingham,Men's Athletic Footwear,19.0,189,359,212,Online
1514,Sports Direct,1197831,2021-09-02,South,Alabama,Birmingham,Women's Street Footwear,44.0,189,832,491,Online
1515,Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Street Footwear,59.0,189,1115,513,Online
1516,Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Street Footwear,68.0,189,1285,514,Online
1517,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Street Footwear,86.0,189,1625,715,Online
1518,Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Street Footwear,78.0,189,1474,634,Online
1519,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Athletic Footwear,44.0,189,832,391,Online
1520,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Street Footwear,69.0,189,1304,626,Online
1521,Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,53.0,189,1002,511,Online
1522,West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Street Footwear,78.0,189,1474,678,Online
1523,West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Apparel,95.0,189,1796,808,Online
1524,West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Apparel,86.0,189,1625,943,Online
1525,West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Street Footwear,70.0,189,1323,728,Online
1526,Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Athletic Footwear,32.0,189,605,314,Online
1527,Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58.0,189,1096,581,Online
1528,Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,47.0,189,888,418,Online
1529,Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Men's Apparel,49.0,189,926,435,Online
1530,Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Apparel,32.0,189,605,381,Online
1531,Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Apparel,52.0,189,983,472,Online
1532,Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,24.0,189,454,245,Online
1533,Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Women's Apparel,32.0,189,605,369,Online
1534,Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Men's Street Footwear,29.0,189,548,296,Online
1535,Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,Men's Street Footwear,24.0,189,454,231,Online
1536,West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,56.0,189,1058,540,Online
1537,Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Street Footwear,56.0,189,1058,529,Online
1538,Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Men's Street Footwear,51.0,189,964,443,Online
1539,Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Men's Street Footwear,54.0,189,1021,551,Online
1540,Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,48.0,188,902,424,Online
1541,West Gear,1128299,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,54.0,188,1015,416,Online
1542,West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,59.0,188,1109,455,Online
1543,West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,69.0,188,1297,791,Online
1544,Kohl's,1189833,2021-04-06,West,California,Los Angeles,Women's Apparel,41.0,188,771,270,Online
1545,West Gear,1128299,2020-04-21,West,Colorado,Denver,Men's Athletic Footwear,67.0,188,1260,504,Online
1546,West Gear,1128299,2020-06-26,West,Washington,Seattle,Men's Athletic Footwear,74.0,188,1391,515,Online
1547,West Gear,1128299,2020-07-26,West,Washington,Seattle,Men's Athletic Footwear,60.0,188,1128,417,Online
1548,West Gear,1128299,2020-07-31,West,Washington,Seattle,Men's Street Footwear,78.0,188,1466,587,Online
1549,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,47.0,188,884,327,Online
1550,Kohl's,1189833,2021-02-09,Midwest,Montana,Billings,Men's Athletic Footwear,54.0,188,1015,437,Online
1551,Sports Direct,1197831,2021-08-14,South,Alabama,Birmingham,Men's Athletic Footwear,36.0,188,677,372,Online
1552,Sports Direct,1197831,2021-09-20,South,Alabama,Birmingham,Women's Street Footwear,59.0,188,1109,699,Online
1553,Sports Direct,1197831,2021-10-05,South,Alabama,Birmingham,Women's Apparel,56.0,188,1053,832,Online
1554,West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Street Footwear,51.0,188,959,345,Online
1555,West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Street Footwear,61.0,188,1147,550,Online
1556,West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Men's Street Footwear,39.0,188,733,367,Online
1557,West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,46.0,188,865,415,Online
1558,Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Men's Athletic Footwear,50.0,188,940,489,Online
1559,Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Apparel,47.0,188,884,442,Online
1560,Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45.0,188,846,381,Online
1561,Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,44.0,188,827,372,Online
1562,Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34.0,188,639,307,Online
1563,Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Apparel,60.0,188,1128,711,Online
1564,Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Men's Street Footwear,47.0,188,884,415,Online
1565,West Gear,1128299,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,48.0,188,902,307,Outlet
1566,Sports Direct,1197831,2021-09-30,South,Alabama,Birmingham,Men's Street Footwear,14.0,188,263,150,Outlet
1567,Sports Direct,1197831,2021-10-05,South,Alabama,Birmingham,Women's Apparel,45.0,188,846,584,Outlet
1568,Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Street Footwear,41.0,188,771,262,Outlet
1569,Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Men's Athletic Footwear,27.0,188,508,198,Outlet
1570,Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,39.0,188,733,337,Outlet
1571,Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,39.0,188,733,337,Outlet
1572,Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,23.0,187,430,237,Online
1573,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,65.0,187,1216,511,Outlet
1574,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,28.0,187,524,246,Outlet
1575,West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,33.0,187,617,302,Outlet
1576,Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Street Footwear,30.0,187,561,230,Outlet
1577,Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,47.0,187,879,378,Outlet
1578,Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,37.0,187,692,318,Outlet
1579,Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Street Footwear,33.0,187,617,259,Outlet
1580,Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Street Footwear,34.0,186,632,323,Online
1581,West Gear,1128299,2020-02-19,West,Nevada,Las Vegas,Men's Street Footwear,41.0,186,763,290,Outlet
1582,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Athletic Footwear,59.0,186,1097,362,Outlet
1583,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Apparel,82.0,186,1525,503,Outlet
1584,West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Street Footwear,34.0,186,632,259,Outlet
1585,Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Men's Street Footwear,48.0,186,893,429,Outlet
1586,Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Men's Street Footwear,34.0,186,632,278,Outlet
1587,Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Street Footwear,35.0,185,648,317,Outlet
1588,Walmart,1197831,2020-09-15,South,Texas,Houston,Men's Apparel,35.0,184,644,238,Outlet
1589,Sports Direct,1197831,2021-09-20,South,Texas,Dallas,Men's Apparel,39.0,184,718,273,Outlet
1590,Sports Direct,1197831,2021-09-24,South,Alabama,Birmingham,Men's Street Footwear,20.0,184,368,191,Outlet
1591,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,61.0,184,1122,460,Outlet
1592,West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Apparel,27.0,184,497,283,Outlet
1593,West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Athletic Footwear,59.0,184,1086,510,Outlet
1594,West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Men's Athletic Footwear,34.0,184,626,282,Outlet
1595,West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Street Footwear,18.0,184,331,129,Outlet
1596,Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Athletic Footwear,44.0,184,810,421,Outlet
1597,Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Street Footwear,38.0,184,699,266,Outlet
1598,Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Men's Street Footwear,35.0,184,644,270,Outlet
1599,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Street Footwear,43.0,184,791,324,Outlet
1600,Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Street Footwear,41.0,184,754,309,Outlet
1601,Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,184,736,324,Outlet
1602,West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,20.0,184,368,169,Outlet
1603,Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Men's Street Footwear,33.0,184,607,285,Outlet
1604,Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men's Street Footwear,41.0,184,754,279,Outlet
1605,Sports Direct,1197831,2020-08-02,South,Texas,Houston,Women's Street Footwear,32.0,182,582,285,Online
1606,Walmart,1197831,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,47.0,182,855,496,Online
1607,West Gear,1128299,2020-11-12,West,California,San Francisco,Women's Apparel,46.0,182,837,234,Online
1608,West Gear,1128299,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,56.0,182,1019,459,Online
1609,West Gear,1128299,2021-02-01,West,California,San Francisco,Women's Street Footwear,50.0,182,910,382,Online
1610,West Gear,1128299,2021-02-03,West,California,San Francisco,Men's Apparel,59.0,182,1074,623,Online
1611,Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,41.0,182,746,231,Online
1612,Kohl's,1189833,2021-05-05,West,California,Los Angeles,Men's Apparel,58.0,182,1056,707,Online
1613,Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,46.0,182,837,452,Online
1614,Sports Direct,1197831,2021-08-23,South,Texas,Dallas,Men's Street Footwear,29.0,182,528,264,Online
1615,Sports Direct,1197831,2021-08-29,South,Texas,Dallas,Men's Street Footwear,18.0,182,328,147,Online
1616,West Gear,1128299,2020-02-14,West,Nevada,Las Vegas,Men's Athletic Footwear,64.0,182,1165,454,Online
1617,West Gear,1128299,2020-05-21,West,Colorado,Denver,Men's Athletic Footwear,64.0,182,1165,443,Online
1618,West Gear,1128299,2020-06-30,West,Washington,Seattle,Women's Apparel,98.0,182,1784,606,Online
1619,West Gear,1128299,2020-07-02,West,Washington,Seattle,Men's Athletic Footwear,82.0,182,1492,537,Online
1620,Foot Locker,1185732,2020-08-22,Southeast,Florida,Miami,Men's Apparel,53.0,182,965,444,Online
1621,Sports Direct,1185732,2020-10-02,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,182,819,360,Online
1622,Kohl's,1189833,2021-03-05,Midwest,Montana,Billings,Men's Athletic Footwear,45.0,182,819,352,Online
1623,Sports Direct,1197831,2021-03-11,Midwest,Montana,Billings,Men's Athletic Footwear,29.0,182,528,243,Online
1624,Sports Direct,1197831,2021-04-27,South,Tennessee,Knoxville,Men's Street Footwear,49.0,182,892,535,Online
1625,Sports Direct,1197831,2021-04-29,South,Tennessee,Knoxville,Women's Street Footwear,54.0,182,983,580,Online
1626,Sports Direct,1197831,2021-09-17,South,Alabama,Birmingham,Women's Apparel,59.0,182,1074,827,Online
1627,Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Street Footwear,63.0,182,1147,527,Online
1628,Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Athletic Footwear,81.0,182,1474,501,Online
1629,Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Athletic Footwear,77.0,182,1401,420,Online
1630,West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Apparel,42.0,182,764,489,Online
1631,Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Apparel,69.0,182,1256,804,Online
1632,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Apparel,96.0,182,1747,699,Online
1633,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Street Footwear,86.0,182,1565,704,Online
1634,Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,Men's Street Footwear,29.0,182,528,280,Online
1635,West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Men's Street Footwear,28.0,182,510,260,Online
1636,Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Men's Street Footwear,19.0,182,346,149,Online
1637,Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Women's Street Footwear,56.0,182,1019,530,Online
1638,Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Street Footwear,33.0,182,601,330,Online
1639,Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,61.0,182,1110,555,Online
1640,Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Street Footwear,53.0,182,965,492,Online
1641,Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34.0,182,619,285,Online
1642,Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Street Footwear,24.0,182,437,166,Online
1643,Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,43.0,182,783,329,Online
1644,Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42.0,182,764,352,Online
1645,Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42.0,182,764,359,Online
1646,Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Apparel,59.0,182,1074,526,Online
1647,Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,44.0,182,801,424,Online
1648,Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Men's Street Footwear,48.0,182,874,454,Online
1649,West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,50.0,182,910,473,Online
1650,Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Street Footwear,51.0,182,928,464,Online
1651,West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Men's Street Footwear,55.0,182,1001,521,Online
1652,Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Men's Street Footwear,53.0,182,965,482,Online
1653,Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Men's Street Footwear,54.0,182,983,560,Online
1654,West Gear,1128299,2021-01-04,West,California,San Francisco,Men's Apparel,49.0,182,892,508,Outlet
1655,Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,33.0,182,601,228,Outlet
1656,Sports Direct,1197831,2021-09-07,South,Texas,Dallas,Women's Athletic Footwear,27.0,182,491,241,Outlet
1657,West Gear,1128299,2020-01-14,West,Nevada,Las Vegas,Men's Street Footwear,31.0,182,564,254,Outlet
1658,West Gear,1128299,2020-02-02,West,Nevada,Las Vegas,Men's Athletic Footwear,51.0,182,928,334,Outlet
1659,Sports Direct,1197831,2021-04-19,South,Tennessee,Knoxville,Men's Apparel,33.0,182,601,270,Outlet
1660,West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Athletic Footwear,20.0,182,364,142,Outlet
1661,Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,38.0,182,692,297,Outlet
1662,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,14.0,182,255,117,Outlet
1663,Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Street Footwear,26.0,182,473,203,Outlet
1664,Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Street Footwear,38.0,182,692,284,Outlet
1665,Walmart,1197831,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,47.0,181,851,468,Online
1666,West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,76.0,181,1376,344,Online
1667,Kohl's,1189833,2021-04-18,West,California,Los Angeles,Women's Apparel,64.0,181,1158,359,Online
1668,Sports Direct,1197831,2021-09-28,South,Texas,Dallas,Men's Street Footwear,53.0,181,959,528,Online
1669,Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Street Footwear,38.0,181,688,378,Online
1670,West Gear,1128299,2020-04-19,West,Colorado,Denver,Women's Apparel,83.0,181,1502,646,Online
1671,Sports Direct,1197831,2021-03-17,South,Tennessee,Knoxville,Men's Athletic Footwear,33.0,181,597,287,Online
